idx;gradimento
ba54500eba96096b0cb825e86443825a;10
5372b8c83c43e324b6402a6c0330be5d;77
a1497aca438d56b84dc0193fe5ca0fbe;2
53bf4dd0f7ee41aebe0b1855137fb2d5;98
93a6023e92f55b5e3516df7f69738beb;6
db23fcd41cf1d29973d99b3e40e76e31;32
5c0d8f75d55a413648cb705b502a2b93;100
f14e7d08564e3ffc76e1b0d058170d4a;37
0a32870bdf03f29da4951da4cc1c3880;80
429ab8f1396554b0ac090830e8d9f7b3;25
6e4888a48bcd85008f345c55c33777f6;43
4965d66fe7fa73bd90934b473ea521f2;64
34c18c78deb9e4a7f769eef0a24d47cd;43
6e7596269c3093f98e7cb62f036bc825;78
867a2991492291fccfdfd318a63361df;97
ad4cdcae576bb4627704c2dc1f7c097b;67
1ffd4ddeea3bd9e7f144fb82512d5460;95
8f396d984997de805747ef8f80704b39;44
ff02458be71976bcb02f62110ea42943;83
dfec7476d0b3935e2983742c036c5f16;3
9d9f829178b889183e88238c5eaf6c72;2
6f621f5283ff22ef866fd68ff47f97b5;54
8655d2ca31708e6a43dcba0f65452dd1;5
854b552c65bb2526ae19ed18038aa119;37
e8dc3fb78601eda527258b55b58250f4;74
80918fa489ba8bc87b16357283b3fafb;70
dff62bf34eef0948018f3e237c140df2;14
8411dfc2328b8699f4f6667448375074;55
c43ada5a4cc9d4a524a8e59d8a609f5f;81
860a90e8e36b7082b0a0f6eeb20157b0;82
dd77f7d775c284daf6122bb588cf5fc8;100
17e626fcd9f28debd624bae403038c10;81
d0f99b410dc0547df0b9bd06138fbc79;29
e1657cffcd58b80432d64add5cfcc007;71
4aa54f7185afe0e654fa19d7a64473a8;88
c3226dd080f3f08553ecc0601e91623f;40
01311bbba4654fdcec46bfcbd238e507;72
cdefae1c2785ae8869e95ce7448a6932;47
a2d3435c9ceac8a77105695fb8c73caf;72
08f2c1c22ccb8d45650cb351b2c073a6;100
baf27b90934ade9c5ef3f240c9171da0;11
1e4bc205ca3344eea70677becbee87a7;67
c8347288e8d4d4b1c01ff314670d65be;60
58a18841d83cc17e8641df3f36b675a2;64
c7f261940cda7d9822f1a018caf9e0eb;32
9ef230d6141f15d28b16070fdd381ce1;35
8c543dd9b854b7371dc9aff49a950bb0;19
97928059fda3d57db79f0034a34f367c;47
749f4de66894616b24ff4c413ec6b83c;71
c4ef6e7dddcd1e2b35d83b236664665c;85
a945374da2fabb09149a0f7467bd4138;46
322fec9c9085abe109b66c421847b5b0;59
5768f4fabd45fa6844f4d2487d3843b0;26
897bcd0a20078450c29078ec814d4b64;93
f8a5e537042d053d1a40eaee384485f4;4
999da222740769610b7db88cbf94ba9a;100
6b62f974f6187d19f5d069ac881feffc;41
8e80bba9d2e863a2fa15072ef37c1fb6;13
4206a35aab53cc14eba41ff7b522d512;10
8afe02574056d9613882a7e154a323cd;47
eec0cced1e161afa06f2b960172f594f;81
d3b4e1203912771d309ca2380e2499b5;33
e2a0ee18c81b70255bd2a16bb8249efa;2
a3435555d268a43bb92e988155368223;64
fe84d0cadc3c4223f4c3b591b8c98d4e;43
a66be2eb55146d1a3d3b260e7b68a854;11
cac248b0da47c9e5f7ee15c6a33da68a;42
9477b810e01661d29601d8c572b281bd;39
def79f9a3f3a0cb22484dcc758adc6a4;78
26dc8d09d322b82a33bc62e127431647;6
dc0ed4137fb333390def20ec1672cd55;19
f17c648819219e85999cc812ccd5f29f;27
7ec449bbdb177f83381c4af03d1c83c5;69
7f755bbd0a7fc4985f3820757dd93110;92
d52bd7165de5a7173b158980ecb446c8;67
197bee94737f5474ae04d4a91c83d152;32
79564f003eed56162988b6d648388d3b;80
83f4cf1b0fe94ba956f511803045c29c;85
b62a68bbb3d0e82dd3bffc784c5e902a;88
311063b13ba8262730f7c17c0c6c0253;42
79c85fbbc9a732c0bfafd3276462cdde;32
ea2c7a15d82ed2ba02f59d9013cf77fb;5
225afe0593a46fd633926dc793889a0d;67
0b2c1b12f6da09140e887d884683de07;42
a7a08aa7bfd02f39ff57ae90010289df;7
af4e3de3240ba540bbce362e62b0e26c;41
3f2b494943b8e59b061a52c78ee254f5;25
a4d7b980480159fa42f4279761da6c26;29
b2e4ec7fe28f26651027c1c0f0edd724;91
fddaa41d358399411ccd3094d27d87ce;63
845600f6020d88c27611a78fcf0aaf3d;67
8544fa7f0c5a24faf08ca985a32000e0;73
82df7f42f5dcc1d7bd69c86c27218999;27
25fdb854a0515820a4a9fcfc91efb87f;85
1279f3ed8ea4db5180801add2a44fc32;90
d1a6b5c637e9fa5810ef0b9e01b24fbf;69
7d46d02c25484366d80afbc67a9d2782;26
a3100ff47b3354f67a93662731d4715c;48
d77443b661a7afc3951eb8bbcb457d8f;14
a346b55038a0273ca1da31fb3b2c834b;65
f8600aeadde3ceff64053df2732835f5;74
762501425e2023a0a07c9b4ac641147d;94
3c75ea6d2c392504058f4d3ff53a37c4;65
a8bb0298248e9edb89c30cf4fd0a43a3;69
9a8df7e2e0889365704c3053d46666c2;77
8cee6a4a37c04bd479313055b416a562;48
c4b0ade4a4862ecfc44b19adb7db339d;60
54e9228ba49b129c17e2223019a6cfb1;87
a24941d751c6b8761c43ba90c799b8a1;23
8f1b057fb11ac18259a73c3881e641bd;31
0e09166157914f664ff95863b5179adb;1
bcf869f73e288d6657541e7f5ce0c8da;42
39970e32cc3df972c9a2d910d800e89b;38
0012b326603c9533cb1fd12bca002b6c;62
ab458a487bc4ad9ae4db7740097d3d9d;83
e35c11b6d22e43bd31be9b9798ef1987;59
7ad7ae0b119a255546143a56770c64de;33
8e1638fbac7007cc68d9ec6d1d90b8f8;94
0d95f9f656944aeb548dd8ce68243c46;80
75660e71c93d4b1359c7bd8645271488;53
0e9ee41ec9ef2966d897addf08349b25;31
0a02d6ddca6d316a0814ce01c44f3585;85
088618c1f589166e27b7c8ddd9a6b94b;12
25412b107faa932465001f0d276ce4bd;60
622fdd7ad07ef861ef49cf0ab35214c1;69
73c1a112ed67c687e7f4422264e51008;66
6fa8047fe67800c8902825bfcd72f6ab;8
62a1414dde3c8721c4c424a73f4fc65c;78
7a756921752b69467199090205bc34c5;31
3030c7b400042cc618d166cfcb2e2a49;11
f83fef8ac49df7c382c724f4ff7c24d7;33
92411fa7d368f62ead5653d1ea7ad4bb;37
319701a9243a65a5232f5de16c4bb5cf;72
e07eff22580c782d05a76fdd550f68a5;56
39d43806b05e4452b0c37a5195d11f70;26
88f3bb6f5a2066e42274ed3641d6c672;20
7be8cef99a0776daa93cbe8568c85b98;11
88636d3f7a6d6bb707881ab37e106e2f;24
9077b70c7eb2bc55d9bc85c62acf7b00;69
f0fbc919703c9feca50aff16e04b5c52;40
fcf48058b33519bfeb0658bb65a9403f;19
62c37a274a36d6755bacd26f17d8966b;62
00f539e7e7cd3f5b292e9a8c54053fa4;27
1853ec2f1b3f1be3a5485bb4bd526bae;73
16e8d15e1ca25f6553da05ba2b2b8a7c;15
01f4042044d1b4f9bcaedcafd32d52e5;91
0cda4b75568a83f0b3f75677181c7523;37
cc166b2c30e73e7152c990ce63d7d9dc;1
362a8ec8ff81d10b60dd583717b330b4;64
c04bddd89757abe0f430d79aa8709328;14
96977c97444a5cb436edf3a35d178d00;2
f04338ccc86b18cbeab9e3d2a9c813d8;34
3b28956b13b5a338ffe1c19b3d1f8a42;87
6f31e28d2b01fce667c6cc5d95e0dd7c;57
265dfbdb0ece879401d802befc2fca6f;41
9b8d8860c55346edf32e43394828c76f;94
1f486fca449d3e6e230264c718c6f7e1;49
3af8102dfeaedcc68682c3b5f9aaf61b;7
485f00a800b17d657821772277703411;30
ea11b1f02455251732dd15dffa686131;69
a33a179396b2f700fcabe74a7ac5ca64;6
ea52e2fcfa2a22a853085adccf943b9f;58
aafcd72d5296baeaeb94ac15d616099c;95
946529e12e5b09844a0b6b2f788d4c52;46
c007dd39a24b3809a75663913553197b;48
432e82482aa8bf36d58200a91ff41adf;6
200d9e754623268aaee237e3fab12135;45
5e9f21789507aa379362b4b70ecbdffc;61
cf5dc21192f776780b1e4540c366eeae;73
0d2724cac496b18e0212ff00fe1a1bdc;27
ee823c1c7f6a4f1c99d6232726bf5bd9;25
80debe7a42c065ef82811c49ee5a56b7;21
2e4d2032ea0f0424ef2e5c0e54623374;68
1bdf81004769874c2f65134295650941;84
66d771c5b2cc213c524f4e16ddb919ee;35
989350baed4da5f4e3d52486be7ed5d8;43
11903323fc3152a24bf0e8692a5b584e;25
560f4e6a1c8b8fb81427a7d99b8d047c;13
4477656eee25a43197215bc346059f9e;26
fe73606f1c011aca75d7d906f828ef67;23
6dd23f8ea05e0a00fc03b90724267359;99
d144d699fa66e460b924268fe4f55003;22
f697438c477bdf0099a7961b39948a16;48
8fe9e97bfecf80c7e2458b4cd388110b;77
263795257a33fb28d1fbb8ca814aeef0;21
db4d42a49f8543eb393cb9ec81e3d3da;8
0b99a6c8e88270f708ba7e04e28295f7;43
f953f79ac7dc6d8af58707cfee6af60c;80
983a69105c398079f3105c455152d66e;13
15cf3b4f8e4fa056a17a42e60e0f6ef9;87
373c64beb2d40ea00cde820b9893e7de;85
f5950f445690ca953fdcc1fb8d77eab8;42
af59de6c826c41b2d03ae2413306c938;76
4dc169ad93ffd98f766f8aa237ecb074;96
bd81c12d8f4531e9bb5e67ed9adc5ff2;30
f67b263e58adf43be9e9032a702b92a4;29
9997c28d30bd37c79458c0cb18330263;67
385adda847735cd5278e3e1cbe933b0e;95
3e430468ac8e01aa37f9284661691e04;56
8451876bdc95378652ead421a2c9cd07;20
a46253079771f667c9432f866534374f;92
a1fd2adcfbd234f8dab20c57ed1519f5;52
cf29a11df53bd587520980bd3a466ed1;61
e24ea8a488987a70c81d7b66fc9367eb;12
5b2129ee6abd28f954a157d4925bd144;96
0b1f37c673811ec8c699c5556c262193;10
aebf2037f780baf51230a59db2940a0e;12
fc7e034529bbea816687c41a598927e0;88
b22076c67d017ad76778695b5bc66edb;45
c0d280d12873124e7d1f15a104ec0454;99
f4c74f0eea5d25b133fe719a7da724e5;16
e08fbd542f31682155b66dcf17953f45;72
86612338e456c08ea8e8c0ebc08e4745;78
338e9e80af87367e173d7595471ef166;67
54662d06483c07bd21da87a7f5421809;48
8f6f5b78fba32dc067ecd0b7fd8c493e;75
20a242791f3f49c39fc35f730a440b57;6
9542b55449a28df3c8cd7d44866a5c58;66
69f758bea1303ac0661becac9d4f7901;44
9337e45d290883e4b5eb23bf21562376;64
340c3f91dacfae9b7e8c576eb363ff83;95
62f7b593e751f93f113f8fc880c67e36;75
49be5d8b3fb340a98b499150169783ef;11
d78e90d06932b53ae39a42660e302c83;40
9e2ca4b14ac1ade117ffcf84de3a7fbd;67
7c9c81afe7ee584102ec8febac307138;82
7bbc3d40a0e4d31e393203131c021231;57
fcd19c3db93dca98af216a3fb339631a;29
52cb61597688f31eb0b7c93c66314751;44
6c4ac072b9f0cc11832251e6ff4750d1;50
b1b0dd7e9dcec1b34c2125fe396e9140;56
a8d48b6f59dbfa07ad4ffdd18abd1b6f;54
3c372f1ebefc6c9a5d51cd92c5e1e931;92
891ea7343e1c4bf16d3dd62094701c49;97
a10cbd200fac325b2d802f1734912f94;67
9219afd33bf93d12bb15a6a41d5907ba;59
5f06964ceae7df48755874cb934e1b57;29
e6ef242eebb4423084097ba6a2dca00c;34
c27d1703d0bcc06efbae5efe61ca7ea2;0
55778ef23d30131df8de4a7c44817372;13
d46ce1af590233424313803da902361a;34
ff1b281e654d2862ef87b7e1719afdfd;23
4da96b8e5c9530dc46f238e04acd64fa;13
001f72a2d4937ba8b74810fc1b092195;75
b0c0d68c4c51fe4f79cf37c9780c4c5f;84
83647972ecef1c44a9fcc301dd748624;88
bf7a6002d035812a668e0600acd7de4f;1
5b0f07d6a87a131c58e4543ddbe541b6;98
3e07176c2b8c3dc4f528ed8ca2157646;19
bce9ed19c9193b0634a7d891b288df56;27
a68d56c4d4dc77ad69c71d1d1868532a;49
10844c384cb4894bfa419520f408b170;51
88eedd6a433550fefa5d29641e11a1b5;31
233f483356eb65899fe0f763e5751e3a;21
9a66353acd80e22226098230b082c74a;92
10fb34eb3016966d0264897d715a2b98;43
d569d72cda8c4b47a2985b781dad9f2d;97
c0fc01e691009dd9c349999d2d162c8d;49
6f72c079924e401dad4d4d462f814294;54
8e03785d09b786624ae54ac4ee6870ba;3
c69ea78c11c10fbb29bdaff7c5ed3183;62
5ec403477eef58d313fb73635780820a;26
51045b09bb4e28134e81c661135eb398;28
253553e78a5d1721e24639ad070a37fb;74
528b2f08863585a1e10ee888aba99584;99
ef659d9928b6a25dff5478563d586531;70
5b3ae14713d47f1832c3cebbcbe736f1;42
85d8ff6f7f4dcc797e848350db273542;99
6ca592730258f404ff381819e66c289d;19
96a47d3d418a856537f69f72de886301;78
562a07352caae72ed8c26edb23c28a09;100
14a975022a84841132710c3f988ff98c;51
b7f12cfcea45028ccd2b8915ee7bef69;36
4047defaf806e0e569207c179a83ca77;57
3a4fd1c86bd20458dce26f7f084d7a0e;4
48058c183a4ea98af271d2d507989af1;19
af8476a4fa7651e2f1286c40767431b6;42
07711bc6fd10d7d389361cd0346a13cd;38
07382a6680cce049f2483f1638a29665;97
4fb5441c9c289ff7847b088874296e3b;54
3f39e2e04d1c99a387f1dcd40876d645;64
86729a80445dd34bc1db9a3c418bbfaf;69
5db84f9201286e101dda6fe3163bae9f;98
5c8c2821a244cf3bf0e6f0a6ff56cf71;38
48acccf94efc150f2beeedb37202a66d;84
b2eadcbc423829f7c107bbc84c6aeb2f;97
fac821ca3f7758250d60d7388b1b293f;82
a21f021116938a05908e7cd6f0511e16;82
96714fe5f18237698542bdf1d79768fc;70
19b65f184dd2bbf8862de0a054b1e747;10
078766d6cc461cf71d45dc268b66db95;33
595cbb65b42b4e07057a235a090d8baf;71
97c8a483a81dd2c0ab5348fc294f8892;15
408c50d87158f45f79e9318fec1e6c5c;26
8966ee90a222abefb727a0cf77b9d9bf;4
05a2cfb164726acc9438e6bdcf739ca1;24
5dfb95c12d93d7de51c99daa000bf4ec;72
d24d26e6d0228e7451c3aca5655ddda8;62
0825f868a6b78a1685225e9243c6f4ea;26
59f1d8ebdbfacb7f7e692d9ac8c1cf99;84
a8cb09f4117a7e7a71bd6a41c44a5ca1;51
1d2762dc43410227bdd37283d804882d;4
f6900fe7ae45b4ed2e9807d073446e08;65
8080fb729b4dcca5748a787516fb98dc;56
248fc4c4b7748475522b71db1961ab69;8
d44b314be9e44c8476512d8c178997c0;69
b8cdfc4eb7713a4076e82400e747a3ac;96
1156970be3f0ddeec0fa3a6d9baf2e45;59
269c532d74c2ba2264ec4791bebc460e;55
e4dcab0ef12588f0a4aff6016f62f5a2;62
9c18a60128ebf62a9056a269a0a95463;24
1b81a1b4110da285d3686de7e1cbf97a;66
6c1c0ebc2beaf1360f739fac731c462f;12
cfaccc5a0b6475e39cc44273d99cf409;89
90b2916b4b62b02543f2f21eb30400f1;12
f819de2e49dcda65c41d427ab295e2e3;63
5c94ff70f715048e033c34b50f249f91;62
d1610a1f2d5ab5ba18432a44e7db2fa0;39
9cf8652c47e8c15c7bd6100c061fff30;38
7291d9aa344c1d4747977f5c3e24468e;94
d9e445e83fe108bf12147b53fc857a89;79
dac149a51e86a63f58fd6f014c541b9f;10
1998dc79a85c3110feca26355ec5cd22;18
dee875e891f5832b62b91af6075ada12;67
dd0e05bef1a5da15eeca55195a6b0d53;80
4b1aea9c52af3c38c2343ada2fd1153b;53
d950d62450a1ed1726b647a2b2eecb03;82
071b1492f9e3687482e5a8c48265ae35;39
e6e0d730d6b8f1943001139afdc576bf;94
55970f11d36447c4928205ea971e4e64;94
84af3d58096617d2162efc8483c6712c;96
35b90874205ea8e6ff0e89b33099cd7e;57
1a5be72908771741ae0786bf7a6ef972;50
7321a30f361004443e406eee19848b51;31
8d07f7034588a7f6b73234b8b4113116;60
bdb110507d5d7947f4c3a967f98071cb;57
7f8edcf7ce99919d75e8faad6be62122;3
00f60da0d8386a1f7ab7e4000274ecdb;46
66555aa9421505769bca52219a4738e6;4
335778b930da4f55948ee9f28f10ac67;42
969d1d32cf12962efe37a09a78d3abf9;2
ddbf8eaf335a3c1f5e70ecc73ebe9326;53
c0ae3536ac6c3e750ef9af9706fe1c28;61
2f4231f555036504452471e63e28a2b3;55
f80d657af38b734e9d1aa3cef02b361f;99
ac6d531f0adab04ee36813f1350d93ef;15
8f3baa0266ddc9a088a7a4ac197f0ac0;37
60b70dcc47f6fc0a5cef7705b5dce55c;67
3d0d5bc92e6bda7aea6db46e030c2860;75
776a837878a455d0156633adf1fded17;62
4dc4db36b6c065ef0a0224e7356160b0;14
4823f77854c4586ef3dc607c2c46cc90;53
7e14c109e19725eeb40df2840c47fd81;17
b07afedfc21787e4fb5d76db1ff72246;40
bbb15bcf23415f9ac2f1722f26b7c6bd;18
2c1ab4c55cea020e33bf5ce01ff954ca;98
c6c317fae08f440a1ee3843122968ac2;17
9d24849ccb274244287aa527e4bda8ab;12
e577806e13a3e9e68fcd5ab053234e0d;40
01aed34f8d514ee74bb94d73fbf36dec;45
f95eec13afd63011824a4bd8ed88cc7b;35
592141b460e3380b4b73de0eba9ba5ac;47
4e43d58d2e2838d0995d723ba8de0820;46
904a5a5ccd3e416ed9b3a8cba06f9465;77
5980f4c03dd3f1b0fe0bfdabef857f64;16
1d05eb51987df216094c4aec1927a70b;69
fab827428c273837d025d9be6531bee5;60
e4e9791d61016100801a6f248074ec51;58
1b689c089acba9e1b524142692db927b;42
e08b1c113e273a90fb6136d61f1da4b8;11
0427d0e1f6c6c08357106e09d4d2cb1a;50
36a7c81d7588ac7f9b75c8afaa2ef815;100
207bd0126ddc2d3fc53d586b3f0e4fec;79
3dfa0a5df7a2868819daf0d94c865bd7;18
1b91de62627c93293486303c8ca8f9d1;93
c87655b152723029ed50d07bdd56e531;91
f03e515699c22fec00b11f961ae682a4;59
ab77ceafce7873b1ca5097d3e4478167;4
b215fcec818b094b0f62f34c27c6203f;29
d2890351db31edb6b078cb0be4196e40;98
5d3cae2d7695bbb4f29cf9d9ca605a53;67
e7f4289bc48a1ec710c077393e903a57;72
44b84f6420cfcf3036d9594c05b74477;69
c6799fbaeabe983e31e9939938af7fb3;43
569043be17953a83e3822e40daa35b5e;39
97ebee5d64beea43e90260d467bd4c1b;73
a5a210f649153c724ca4a2015f7fba57;83
a3b564e860446884c75eaff6d968928b;33
3764fd9a09e179a3fec5282980b347b2;75
360ea160055a0088da09affa5bbb5dda;30
7bbc1eda2061bd8c86c9eca80eeb68ec;25
ba6ec23bd21321897864007e384b96f8;98
1b9a6bb1f4f5f4e89bd46ff9fda687d0;73
2748913c07a1ed239c052a141cb25ace;84
86debbae545657b4f23e16aef5de2274;52
936fea7bf3394175cec9f2055ec3b663;79
cf7e23ce58eb7c503c03192a0f33c155;0
1588304ccb957731898133caaf045257;18
669bc1d418309fef5871cb0b141763ef;80
cecd4ad788032bad36863beeae2343af;25
a5dd2183c2bb1c9490156b905c177405;32
4ed9a498eadff3c72790fcecd7e60a58;36
8492cf4c3725789dff4a60cfef1b9d9a;99
c13827e424757adcf832965d391ad28b;24
9f52eeb4ac155e0942699196ab5eb7e5;46
f7af560631df66f3cf99fc497b1d99ce;36
b8968d307fd372f418785b203cb16fa5;18
b20db2a39c297bbccbb244f71a7f61ce;0
d179fb48006f522caa3d64c1a605fabe;22
ddc58fc82cf37c1808ddd2e312507e50;87
8c3a174ba5bd6d833801218e1a070ea4;47
551b9bfb55dd4ff641836417ba8057fa;54
dd0ef4cdfde5b92ead41f1405eafa3f6;39
d3c410eed41e713698dccc81af874a05;94
42f1c529c07907c2b7c4cd24bda7629f;92
e58bbf170a5360e35e2a8b90f3c22d9b;37
01c7f05e46bafeb170f89196662ff0a1;81
497b16448ab411f900df51f55dbd6083;82
40334ba59e9f1f424547c3d4e6e0f959;42
47f7fdf044cdbda58fd0409b6770efec;10
7631529269902d1076138571b91f09cc;36
d6c8aeea65b2b34f1f7db40256a4bfa7;69
818b0a06086ea2949663143998e5a5d1;68
a8172e12eedc6556d0e9c29d9720f025;62
6c6d1c1cb60a7cf2c868b1c5666b1909;75
85f6bce80e2446387e3fe68e764bed09;26
d5dd6fe97b280a8283778d4054ff6f8e;82
ed64eb98780819d43d278c2b87928af4;80
57df0dc48dce736337983363ceeea991;96
98598be6176856545340e637dfd900f5;29
cb93fb312e5d9398c4c76d08f5a60429;79
8238842bb20d8bc848145c95de880ac7;9
f7f75a42c27fbbe418429887c825469b;66
973fc9ed17f905871c73e6a9d76e8a38;65
4f8d7546ed1ad65d7f4b7ec4871684da;0
1836f94f12f1fd1f9c70fd6232bd7658;89
40e634bdaf51d0b66de0a3904aa0510b;60
ce694c6830aca98a1f1f23f602cbfb4a;90
e36040dfca9e7048309ee8de81c4a1ee;72
317050ab26c8e28c231f8b8949d93e05;5
913239918e13269c53d81472dead1793;75
566388fb8af912148a010637a03f6eaf;72
42f6c700257a5fe33649f1e9ffe619f8;27
9d7a6eed7ea3f098776b5c35c5dab668;13
5b15691f7a374cb7ec6bad3ed741a5c1;13
ef7e68f77ce4bbc7647f1a621731e8d3;30
e89ecfa95c2fe76e22e663769b69aa09;2
0753e620c861ced07e20daea30d05efe;6
bd2671ddc1063ad655a504f5068a60a5;90
6369300be5aa05cb2be46268ad4ef227;64
9494eafe66b0a5018862b3a8539a3bf1;60
227884481ada2a21a30735b4633a2ae5;29
764fdad100d9fb0f817884e5452c1d9b;86
e9e9511311fce601ad579cbd62f711bd;76
9df0659409b2b763c73a1f1c191ec7b8;20
118e18c7631a92f47f0f8f7e91c5ae99;33
ae9a9dc8640fe27229d753c11fb762c8;63
8873c73bac6e217ba67b9e416ae64d02;31
ea233729c71bda6e357a8eb910fc5830;45
deb7b1a7e09c2fd67f2192f7694d7866;5
7071f9570c4f7880cf2ee95c546f48a4;51
c5efe569891801dba4cc3375bd6d3a06;60
8e3f6bb92fd127ff96f9132b00e234d9;71
e5bb589a9e5fdee608372a15e75d3eb1;73
30781f94108f821df898cc93b2dbb498;72
4acbf3dfaba6e552de0e8dfabde67f44;63
82f3399364176b8ff0cafdb4961afcf8;25
e957f3269699f71d1fb2128ed605a95c;98
8977d33efffcbf4f09c28d6084ce120d;14
9ae89637c5231047c02fcc670ab30664;41
c6ea6b78b4922a0ddeff0e12e850bcbf;5
26b09dc86e4b8edaa8d06b67ef049acc;4
7d2482485079e35b4667dfa512d8ed64;97
86a863dc82af3597ca13358b7bf303dd;43
7bffaa74e1c875fe38604f5089b2d412;31
fc7538db40e9be28328ee52c2afe3014;26
f21ba90c4a9896954db1cc28a27599b0;41
4c17d4e1b1d0046537de8b2747284e50;8
9e25cb607e4b731113e76dabe6590cb2;68
ac6d8f5bdbfd5b95ce09f700cd3bd7a0;78
2e20a7b0e04682f03f7bc35a64f7fcee;58
348d06c07cf17f76667ea6cd7d44b48c;49
1fcf3e88a65229a48c7ce629d5a67621;25
0fc48915344ca0e30a69d19596ba3b3f;99
62f4d3f0e1e33eeb2199a6b6382b21bd;24
79c4c357bd7454a339ed55ee52041165;39
4e04ab17e70e81a6f1548f8d275170ee;13
cbf56a90654ebc16ee3f36fbb6e00aaf;83
824626e836fccd9d0a655f66a1ab4ade;79
f5c6162f76c87380c5451d47f8687bcf;24
4d03bd8810951f4b9d80a1698a566536;17
5d74efc833bfb0f4b68c1237d11d7146;80
4e6d0bed773ff7e3bcd3a8774aa466dd;84
de0d9c9d01e9161be69555fc3d6bd31c;23
245ae0b05236f85261b9b8a9a047ef51;74
41bd9d55a23cd70d438866932f2f6fde;3
9b0879648c26bb8f7bcd138fd5ed5cb2;17
b90ae75a3da0fdf59912d5188fdd82fb;61
4b4258bb2dabb9e67088b0052d3410c1;8
be86b83d44c48c01e6c7f59085638150;98
f584c0a0148e52940022bb24f77f0ebd;98
ab1d66a8b2077b18f363b15e37d33d63;87
81d63e1782d912c57df928583114c6f4;30
d835e99faa0e5cbf38f7c6e65f56a484;77
5ec17958e6f3117fd2ce8ced8c498241;97
c980b797e937defc107c0f80e99b81ba;81
8ee2fef849e7cab1a51dc2f9c594db6c;10
8ff9e9be3797accb98fe514ef436b93b;15
4e5b8479ba91f2a61eb8b0c1bab55931;56
4022c67d03ce4fa80a3d10319a8acc24;19
3f5cba494b376d455f199d87194e9fbe;51
4c710ea49e434528d9a4054744d37cc1;37
6e7367c84a2a3de3b0c143f4f7b7f1fe;93
2479e419e0eb16991a185d52cc05d707;38
593ac17646e24a501b18de9823e8d44c;28
7d93996d037ca35634e07f40f2b2cf1e;20
c2c21ea98ebb7b58a7fd46f25b64f195;64
91c458bf88a88495cfed12d7d7ea146c;89
f02436a9fec181d63e151b858e97f688;23
32afad5be722adb084ddb919087f8ff1;86
116ca064e2c8ef8dd9c9df7927cb8ddb;54
e2320341ca962af5abc7a0770c70d93d;63
c75f4b38653ffbd1823509ef2ed20928;18
533734afbe3f9c32f3d29f903e3855a7;16
38f8e8f66e9c3a78f06aaca41e77a140;36
67addfc5e12ef36ae7387713d0024fe0;95
da754d7037d8baec3dfe66bf6bf816c6;56
1e5fb439a4d89b9e37042a1513a0af5a;81
21c6aa394d6d9a9d78cdbfbef45ef20e;33
a9ee3c9b7710cab0b47d54213f872b38;0
c59e7d5cc61b9e14f62d9cbabd7a5951;13
f5445f386fb3a2b9ce3350dd379a617b;42
ff40fce70a0d492e8e3af53f9b32f0e9;15
e46427950d1765e7f88a3a1422886c07;93
b6404e913c57542285600e9b0c5a2774;34
f169da9f372f8ebcb314c4d6d36ec4cf;56
6ddf0e7fb5cbd31edce02c77bb113403;20
6f5f08ca362384f74f51d84663995c93;17
a4c285a19be0fcfd3e3c92031105aa38;27
8dc784f2d73e5ca9b45d93b89298be99;98
77e0eb897643005528f5beb2f4de1722;65
4f11200412aa55574aca9709568b8ed5;12
